-0.32881337,-0.393638,0.30455515
-0.71047425,-0.31560802,0.6810871
-0.50320363,-0.0070500337,0.99538887
-0.46185526,-0.7317118,0.53220785
-0.11745972,-0.13673005,-0.9761681
-0.17966235,-0.41384354,0.32703674
-0.019032182,-0.5203904,-1.0666374
-0.39814964,-0.38900954,0.27142102
-0.3305494,-0.49109623,0.32111916
0.57176673,0.46363997,-1.3604475
-0.20319754,-0.42491677,0.39373326
3.7878408,3.4123893,-2.5181684
-0.38827765,-0.16234714,0.30660662
-0.27979863,-0.26866618,0.2961117
-0.40824226,-0.29942963,0.6426128
-0.06062059,-0.12783009,0.4335382
-0.3712702,-0.32951236,0.4339583
-0.5601562,-0.7621964,0.71515405
-0.14169031,-0.41988558,0.9150692
-0.43172067,-0.41188514,0.5338224
-0.48784378,-0.41376793,1.1670786
-0.40382636,-0.18162745,0.21554479
-0.5257098,-0.5260699,1.5554396
-0.33405015,-0.10265004,0.98397064
-0.370822,0.40175816,-0.3281225
-0.29370937,-0.04757326,-0.026757404
0.99361235,0.84519315,-1.7093891
-0.29465622,-0.63862175,0.28537008
-0.5695313,-0.46026203,-0.05398764
-0.41119516,-0.38429928,0.30765507
-0.2432607,-0.4014338,0.28741756
-0.11228008,-0.46274382,0.04569631
2.145597,2.2848196,-2.1657934
1.9474066,1.6925067,-1.9629993
-0.30562162,-0.20755464,0.5786558
-0.40002325,-0.40606746,0.82256645
-0.1881489,-0.30792856,0.25652862
-0.23057112,0.04020264,-0.12454258
-0.14167932,-0.3903479,0.6324644
-0.527268,-0.26750058,1.1535841
-0.27911583,-0.08422344,0.6221503
-0.38052085,-0.3457535,0.74290335
-0.7256434,-0.703724,0.94678974
-0.3683483,-0.52012825,0.512776
-0.41775596,-0.036258087,0.36902228
3.5899706,3.493688,-2.4296443
-0.10281967,-0.257203,-0.27532247
-0.56950027,-0.23272946,0.5083997
3.5171318,3.4435077,-2.4516637
-0.53792393,0.017881207,-1.1213614
-0.25021818,0.071724296,-0.30676147
-0.8468658,-1.416342,1.306675
-0.50894135,-0.09111323,0.13843277
-0.4042792,-0.669019,1.2304261
-0.24489178,-0.31452483,0.6303736
-0.18212807,-0.08987672,0.55555344
-0.11203984,-0.40564066,-0.6659262
-0.55335534,-0.7556846,0.6083338
0.4959025,-0.19132563,-0.14123711
-0.6720906,-0.22171444,0.6837276
-0.36373898,-0.32886535,0.4062286
-0.4595886,-0.3384206,0.47642362
-0.3884274,-0.17089075,0.80877227
-0.20814225,-0.4185069,1.0126221
-0.3072696,-0.3186875,0.099092446
4.286973,3.7421126,-2.5899103
0.18978162,0.148951,-1.468505
-0.44565257,-0.112011544,0.24547547
-0.6390859,-0.22420096,0.83354837
-0.37238368,-0.41603237,1.366374
-0.69537205,-0.34380662,0.5456413
0.9712486,0.46303734,-1.8944019
-0.12020724,-0.46838936,0.4027115
-0.27028772,-0.21946582,0.34494236
-0.8246615,-0.2785857,0.98025656
3.1437583,2.3208473,-2.2371714
-0.33267492,-0.42183033,0.81931937
-0.20570028,-0.18663323,0.09911821
-0.4099961,-0.024969276,0.6074437
-0.30207914,-0.30927357,0.68882585
2.9294033,3.4553585,-1.9303248
-0.5059736,-0.56898016,0.36230868
-0.39299297,-0.2083678,0.65987647
-0.41280827,-0.31223696,-0.3371922
-0.41042876,-0.005187411,-0.5483203
-0.27843595,-0.346841,-0.07485975
-0.25847676,-0.15125951,0.33915964
-0.25263265,-0.4822509,0.15427026
-0.2929631,-0.45970905,0.16401628
-0.60098827,-0.6991439,0.56734264
-0.61417985,-0.60426444,1.6336462
-0.1703413,-0.37356344,-0.22401297
-0.90391535,-1.2620543,1.1577675
-0.6494034,-0.10271522,0.80660725
-0.16026746,-0.577833,-0.4580401
1.6033577,1.0507833,-1.9348913
-0.024218643,-0.48847142,0.016812488
-0.2873393,-0.5928982,0.21840635
-0.2978843,-0.4188179,0.5198486
-0.07401735,-0.39717922,0.13626346
-0.5539837,-0.2928576,0.6586398
-0.23637454,-0.15534094,0.19929078
-0.31352556,-0.22512975,0.5662967
-0.1509564,-0.28200054,-0.11722291
-0.3940628,-0.13942507,-0.8630907
-0.4051554,-0.30037677,-0.05223655
-0.3830337,-0.55985075,0.015880503
-0.053213686,-0.46530312,0.13507652
0.1846135,-0.24317476,0.33318967
-0.03594423,0.16921163,-0.62189335
-0.36964238,-0.10238942,0.63588005
-0.27525884,0.094750196,0.3170949
-0.61022645,-0.34195486,1.0739387
-0.7661305,-2.0128489,1.3200047
-0.34806514,-0.28454,0.8042852
-0.5681027,-1.0240216,0.84040874
-0.26418477,-0.6500899,0.4161967
3.5622413,3.262753,-2.4997232
-0.371995,-0.6929271,0.57449377
-0.31403095,-0.24146718,0.9846493
-0.37298465,-0.42884657,0.3946378
-0.76654786,-0.29503936,1.170465
-0.5349332,-0.4427446,0.78851485
-0.47353467,-0.26738632,1.2089647
-0.3875192,-0.3737375,0.9314951
-0.22635534,-0.23911503,0.17413342
-0.4135984,-0.42179605,0.9526284
-0.28713176,-0.49111977,0.16704303
-0.41830957,-0.45640808,1.1125685
-0.57803947,-0.20182616,0.52916265
-0.16100815,-0.23010024,0.6711424
-0.29347855,-0.21584693,0.028464355
-0.55805326,-0.2722182,0.95905805
-0.45986655,-0.41865054,1.1856415
3.0850985,2.8318708,-2.5225356
2.1186898,2.8341913,-2.174074
-0.29875416,-0.3733988,0.37839037
1.7162012,0.8238762,-1.5653281
-0.38944152,-0.2173562,0.012097962
-0.5262356,-0.67727065,1.1214753
-0.28265432,0.070765086,-0.48233417
-0.27996737,-0.59940696,1.0833526
-0.11886563,-0.2265169,0.3115829
-0.11204649,-1.0265883,0.33261916
0.36107853,0.14272165,-1.081238
-0.38125518,-0.6491456,0.7532636
-1.1115488,-2.0789013,1.2417206
-0.41089296,-0.20663115,0.6367366
1.90055,1.4529585,-2.2584794
1.8899829,1.9475042,-2.0368214
-0.27564147,-0.030595366,1.1716592
-0.18852012,-0.18513548,0.11342951
-0.2725648,-1.6865505,0.9168627
-0.29957116,-0.35568374,0.21288493
1.9995973,1.7620721,-2.1635592
-0.21840136,-0.36981624,0.18302655
-0.5787685,-0.27959904,0.8617417
-0.541957,-0.35922465,0.7046471
-0.08752429,-0.35442147,-0.21911404
-0.07619061,-0.28540227,-0.25535545
-0.28603742,-0.36307904,0.3323317
-0.17951615,-0.6369479,1.0702615
-0.3259656,-0.34576055,0.5546048
-0.5383592,-0.17822102,-0.42014197
-0.43005466,-0.60549086,1.0768931
-0.38710314,0.05164758,-0.75812507
-0.89456296,-0.6017824,1.2917488
-0.43190417,-0.1654636,-0.15959467
-0.29590866,-0.2743689,-0.7804752
-0.5419295,-0.45041037,-0.43484867
1.7884068,1.8824716,-2.02519
-0.049009368,0.25043705,-0.46962196
-0.45157683,-0.11933746,0.6024566
2.1349502,2.5934508,-1.7901413
-0.03758464,-0.3260713,0.24501324
-0.2737151,0.70730937,-1.1613758
-0.2009176,-0.49813923,0.3774065
-0.1576971,-0.5401344,0.41084176
-0.36959767,-0.38599688,0.32659745
-0.5411949,-1.9784398,1.7260365
1.2319567,0.86214364,-1.6287833
-0.1914901,-0.17737842,0.56123775
-0.3579796,-0.5612615,0.23324436
3.0933864,2.8989294,-2.3752022
-0.1219418,0.26480052,-0.8329682
-0.2705572,-0.15322351,-0.26681522
-0.14385438,-0.24879271,-0.13364598
-0.022581188,-0.3164539,0.6940693
-0.38154542,-0.53514266,0.791403
